# Fix print output for fix mythermofile
0 0 371.893553372897
1000 1.00110362502831 0
2000 0.977009777118426 0
3000 0.990637513683465 0
4000 0.972483998576874 0
5000 0.916892978008893 0
5000 0.916892978008893 0
6000 0.965641362454166 0
7000 0.976257865511483 0
8000 1.08112472081139 0
9000 0.978627772627304 0
10000 1.01582859809738 0
11000 0.985977720661396 0
12000 0.93538216946265 0
13000 1.07346584873815 0
14000 0.986327565872834 0
15000 0.981744480538687 0
16000 1.07293783008631 0
17000 0.935070239502687 0
18000 0.976811418774872 0
19000 1.08660125518466 0
20000 0.92078111053862 0
21000 0.911959763575291 0
22000 0.987574647612274 0
23000 1.02926491729775 0
24000 0.996110245797338 0
25000 0.950768979694841 0
26000 0.962476435534832 0
27000 1.01664113489207 0
28000 1.00099136332674 0.000965440235474829
29000 1.03323238525696 0
30000 1.08444979442923 0
31000 0.944011144571115 0
32000 1.00372843859201 0
33000 0.993611108743846 0
34000 0.986395709153121 0
35000 1.07166801953475 0
36000 1.1163089968407 0
37000 0.898929517945012 0
38000 0.954311218312284 0
39000 0.923520609895 0
40000 0.975952915203471 0
41000 1.06571301457869 0
42000 1.04721425942739 0
43000 0.979807077373425 0
44000 0.923314842669237 0
45000 0.993938170015175 0
46000 0.954683950083342 0
47000 1.09822313277099 0
48000 0.950497011730625 0
49000 1.08339339614382 0.000402551095863791
50000 1.06236726087283 0.000514630691627627
51000 0.944309803004865 0
52000 1.01084622282651 0
53000 1.0633244050659 0
54000 1.05912318795696 0
55000 0.885323652591204 0
