LAMMPS data file via write_data, version 2 Aug 2023, timestep = 5100001, units = real

216 atoms
2 atom types

-7.314276738407084 7.314276738407084 xlo xhi
-7.314276738407084 7.314276738407084 ylo yhi
-7.314276738407084 7.314276738407084 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # charge

173 2 -1.2 -4.158706032209095 -5.030783125530176 -2.6888980308306802 -2 -17 -10
99 2 -1.2 -3.4729943066731717 -3.4294543925414485 -3.9400939219911546 1 2 9
118 2 -1.2 -5.127705123328069 -1.3775928562770563 -1.6017160874732133 -3 4 5
67 1 2.4 -3.51110132136712 -1.2904295675646749 -4.822687717828314 -12 -5 7
143 1 2.4 -3.7935993692852654 -5.429962472648088 -3.2323696436401104 3 1 9
159 2 -1.2 -3.260090865146763 -0.6817663004615957 -1.1003534138035125 -3 4 5
132 1 2.4 -6.271683146223958 -2.583828135205959 -0.8831179295521343 -8 -5 5
215 1 2.4 -4.377290912797907 -4.003430757830538 -6.008578443557031 14 2 -7
74 2 -1.2 -4.089743690793888 -7.186548702089908 -4.516620448233233 12 4 -3
53 1 2.4 -5.318526037837164 -4.76291133634553 -0.888000853481727 12 1 -9
179 2 -1.2 -3.9616903253657747 -0.8818972185469853 -5.107975568462312 5 -2 -4
103 2 -1.2 -3.326821805736129 -0.13456223971733738 -3.6733643829586082 4 -10 -3
214 1 2.4 -4.397511036048223 -0.7051535294619873 -1.7623696160193063 0 1 -2
184 2 -1.2 -7.088734975666696 -4.853202910061536 -0.5424061997013361 3 3 10
9 2 -1.2 -5.688442910572622 -4.677907480396531 -6.685048842808809 3 10 -1
16 2 -1.2 -4.540560706694604 -3.606512826691045 -0.7959948818888449 -2 6 -2
48 2 -1.2 6.999365036737828 -3.4167192391065515 -0.8024125238208368 -10 -4 -2
8 2 -1.2 -3.1882143415670257 -4.853348724880817 6.697351003745489 4 3 0
14 2 -1.2 6.969740641397992 -7.004941388520479 -3.5005527654427877 -11 -6 4
89 2 -1.2 -4.220014724834332 -5.721653049261261 0.5859929633596774 14 6 -13
44 2 -1.2 -3.720417875019782 -1.1746886949037432 1.8558572532776143 -9 8 -7
57 1 2.4 -5.447743707365995 -3.4769124336302655 6.945868120970308 -3 -2 3
63 1 2.4 -6.654089517625269 -2.8246369902031034 4.115724934102587 2 -4 7
115 2 -1.2 -3.504043438184314 -1.6672915898411054 4.746820072106983 8 -2 12
71 1 2.4 -6.5212690517983 -0.19338600558074592 2.1154869514477728 -8 12 3
138 1 2.4 -4.856260589243903 -6.99398437848616 5.347126238895932 -6 6 4
43 2 -1.2 -3.7741520142147698 -2.6252444275988616 3.1282177823490436 6 -4 6
10 2 -1.2 -5.375153631354165 -5.280665932261379 6.531011695675382 3 7 -5
182 2 -1.2 -5.6721977916769415 -3.156613764550272 5.140722593365503 -5 2 -17
203 1 2.4 -3.2175405697055757 -2.304300675321498 2.511549098776543 -2 3 0
164 2 -1.2 -6.393326681956015 -1.8379446638643557 2.874283769566185 0 -3 1
117 2 -1.2 -5.247899502589636 7.052020420988562 4.794862687295243 10 -6 -5
62 1 2.4 -3.638098623377928 6.843527051685502 0.37577328736810145 3 6 -8
202 1 2.4 -2.538911046653965 -1.2013434744530915 5.034834925733106 3 7 -4
139 1 2.4 -1.9450815720476076 6.822745082366396 3.9845562259776344 2 -17 5
42 2 -1.2 -3.59454897458546 0.5217458128164099 5.172643925164948 -1 5 4
186 2 -1.2 -2.623145855232676 -7.000996522040972 1.9484863898093678 3 1 4
150 2 -1.2 -6.484190840931604 -1.3816243233142256 1.3232598831411533 -5 1 -1
60 1 2.4 -5.494324388959702 2.5769070189464003 -1.4086832380077237 -12 8 6
155 2 -1.2 6.505041053566472 2.3616828258953984 -1.396038026579772 -1 1 -3
148 2 -1.2 -4.4497789463445665 5.1958105717074705 -0.9423845398865307 2 -4 5
94 2 -1.2 -3.6461929662271584 6.232963931120665 -1.3308608133926008 -4 -3 13
172 2 -1.2 -3.665410716249579 0.4345852095023357 -5.912693764605035 5 -12 4
167 2 -1.2 -6.12688996224436 4.852877083165447 -3.1030547729409577 10 -5 -4
140 1 2.4 -4.532089525647116 6.644503250571114 -5.036524583301438 0 5 4
163 2 -1.2 -5.196086695309019 1.1685458105426942 -1.9227009578767422 -8 3 1
46 2 -1.2 -4.9490148212152505 5.10291518061717 -6.016111812412924 3 8 -12
101 2 -1.2 -4.007023637194935 5.795375278294076 -3.154891744781083 3 12 5
79 2 -1.2 -2.236501691644828 5.1009562538556565 -5.896437863056419 3 -4 4
193 1 2.4 -4.126633002257208 5.24939677267837 -2.5079464989298543 1 3 -1
204 1 2.4 -6.8378496960489175 5.402686838951654 -5.588375522181695 -8 19 12
152 2 -1.2 -3.3991030133520272 2.784632101197067 -7.2834482963981015 4 5 -5
